Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"TCL","Crops and livestock products","356","India","5622","Import value","21691.12","Oil of linseed","2022","2022","1000 USD","6273","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.12","Oil of linseed","2022","2022","t","243.83","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.12","Oil of linseed","2022","2022","1000 USD","962","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","21691.12","Oil of linseed","2023","2023","t","2194.3","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","21691.12","Oil of linseed","2023","2023","1000 USD","3660","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.12","Oil of linseed","2023","2023","t","507.68","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.12","Oil of linseed","2023","2023","1000 USD","1484","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","21691.12","Oil of linseed","2024","2024","t","1536.68","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","21691.12","Oil of linseed","2024","2024","1000 USD","2036","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.12","Oil of linseed","2024","2024","t","811.09","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.12","Oil of linseed","2024","2024","1000 USD","2091","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","21691.02","Oil of maize","2022","2022","t","160.6","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","21691.02","Oil of maize","2022","2022","1000 USD","254","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.02","Oil of maize","2022","2022","t","51.34","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.02","Oil of maize","2022","2022","1000 USD","286","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","21691.02","Oil of maize","2023","2023","t","3.76","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","21691.02","Oil of maize","2023","2023","1000 USD","47","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.02","Oil of maize","2023","2023","t","328.27","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.02","Oil of maize","2023","2023","1000 USD","766","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","21691.02","Oil of maize","2024","2024","t","32.99","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","21691.02","Oil of maize","2024","2024","1000 USD","72","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.02","Oil of maize","2024","2024","t","368.5","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.02","Oil of maize","2024","2024","1000 USD","748","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","21673","Oil of olive residues","2022","2022","t","3111.99","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","21673","Oil of olive residues","2022","2022","1000 USD","7435","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21673","Oil of olive residues","2022","2022","t","2.05","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","21673","Oil of olive residues","2022","2022","1000 USD","6","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","21673","Oil of olive residues","2023","2023","t","3286.39","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","21673","Oil of olive residues","2023","2023","1000 USD","9642","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21673","Oil of olive residues","2023","2023","t","2.76","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","21673","Oil of olive residues","2023","2023","1000 USD","15","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","21673","Oil of olive residues","2024","2024","t","1923.58","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","21673","Oil of olive residues","2024","2024","1000 USD","6896","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21673","Oil of olive residues","2024","2024","t","23.19","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","21673","Oil of olive residues","2024","2024","1000 USD","71","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","21691.14","Oil of palm kernel","2022","2022","t","84767.66","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","21691.14","Oil of palm kernel","2022","2022","1000 USD","137811","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.14","Oil of palm kernel","2022","2022","t","157.95","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.14","Oil of palm kernel","2022","2022","1000 USD","146","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","21691.14","Oil of palm kernel","2023","2023","t","119704.88","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","21691.14","Oil of palm kernel","2023","2023","1000 USD","119488","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.14","Oil of palm kernel","2023","2023","t","51.04","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.14","Oil of palm kernel","2023","2023","1000 USD","172","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","21691.14","Oil of palm kernel","2024","2024","t","129037.66","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","21691.14","Oil of palm kernel","2024","2024","1000 USD","153995","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.14","Oil of palm kernel","2024","2024","t","85.33","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.14","Oil of palm kernel","2024","2024","1000 USD","269","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","21691.07","Oil of sesame seed","2022","2022","t","154.1","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","21691.07","Oil of sesame seed","2022","2022","1000 USD","1501","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.07","Oil of sesame seed","2022","2022","t","10286.64","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.07","Oil of sesame seed","2022","2022","1000 USD","32014","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","21691.07","Oil of sesame seed","2023","2023","t","1218.75","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","21691.07","Oil of sesame seed","2023","2023","1000 USD","3857","A","Official value",""
"TCL","Crops and livestock products","356","India","5910","Export quantity","21691.07","Oil of sesame seed","2023","2023","t","10207.59","A","Official value",""
"TCL","Crops and livestock products","356","India","5922","Export value","21691.07","Oil of sesame seed","2023","2023","1000 USD","36980","A","Official value",""
"TCL","Crops and livestock products","356","India","5610","Import quantity","21691.07","Oil of sesame seed","2024","2024","t","1136.78","A","Official value",""
"TCL","Crops and livestock products","356","India","5622","Import value","21691.07","Oil of sesame seed","2024","2024","1000 USD","3294","A","Official value",""
